Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha)
2008,Jalgaon,BARLEY,0.0,0.0,0.0
2008,Jalgaon,CHICKPEA,27.7,27.4,989.17
2008,Jalgaon,PIGEONPEA,13.8,8.5,615.94
2008,Jalgaon,MINOR PULSES,87.1,38.2,438.58
2008,Jalgaon,GROUNDNUT,4.9,5.7,1163.27
2008,Jalgaon,SESAMUM,12.4,4.1,330.65
2008,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2008,Jalgaon,SAFFLOWER,1.3,0.7,538.46
2008,Jalgaon,CASTOR,0.0,0.0,0.0
2008,Jalgaon,LINSEED,0.0,0.0,0.0
2008,Jalgaon,SUNFLOWER,11.5,6.6,573.91
2008,Jalgaon,SOYABEAN,18.1,33.8,1867.4
2008,Jalgaon,OILSEEDS,48.3,50.93,1054.45
2008,Jalgaon,SUGARCANE,11.7,76.48,6536.75
2008,Jalgaon,COTTON,434.6,132.62,305.15
2009,Jalgaon,RICE,0.2,0.09,450.0
2009,Jalgaon,WHEAT,50.9,109.98,2160.71
2009,Jalgaon,KHARIF SORGHUM,112.9,228.18,2021.08
2009,Jalgaon,RABI SORGHUM,53.5,82.4,1540.19
2009,Jalgaon,SORGHUM,166.4,310.58,1866.47
2009,Jalgaon,PEARL MILLET,33.2,36.07,1086.45
2009,Jalgaon,MAIZE,87.0,197.79,2273.45
2009,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2009,Jalgaon,BARLEY,0.0,0.0,0.0
2009,Jalgaon,CHICKPEA,57.3,65.59,1144.68
2009,Jalgaon,PIGEONPEA,14.8,10.74,725.68
2009,Jalgaon,MINOR PULSES,85.83,40.92,476.76
2009,Jalgaon,GROUNDNUT,6.0,9.01,1501.67
2009,Jalgaon,SESAMUM,13.0,5.22,401.54
2009,Jalgaon,RAPESEED AND MUSTARD,0.4,0.2,500.0
2009,Jalgaon,SAFFLOWER,1.6,1.16,725.0
2009,Jalgaon,CASTOR,0.2,0.04,200.0
2009,Jalgaon,LINSEED,0.0,0.0,0.0
2009,Jalgaon,SUNFLOWER,9.6,4.6,479.17
2009,Jalgaon,SOYABEAN,19.1,41.78,2187.43
2009,Jalgaon,OILSEEDS,50.3,61.9,1230.62
2009,Jalgaon,SUGARCANE,9.6,67.54,7035.42
2009,Jalgaon,COTTON,413.6,116.46,281.58
2010,Jalgaon,RICE,0.0,0.0,0.0
2010,Jalgaon,WHEAT,66.0,164.59,2493.79
2010,Jalgaon,KHARIF SORGHUM,117.3,271.19,2311.94
2010,Jalgaon,RABI SORGHUM,54.5,89.4,1640.37
2010,Jalgaon,SORGHUM,171.8,360.59,2098.89
2010,Jalgaon,PEARL MILLET,35.8,49.8,1391.06
2010,Jalgaon,MAIZE,88.5,286.25,3234.46
2010,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2010,Jalgaon,BARLEY,0.0,0.0,0.0
2010,Jalgaon,CHICKPEA,70.6,82.19,1164.16
2010,Jalgaon,PIGEONPEA,16.0,14.26,891.25
2010,Jalgaon,MINOR PULSES,88.7,60.5,682.07
2010,Jalgaon,GROUNDNUT,4.9,6.96,1420.41
2010,Jalgaon,SESAMUM,14.7,7.44,506.12
2010,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2010,Jalgaon,SAFFLOWER,0.5,0.52,1040.0
2010,Jalgaon,CASTOR,0.1,0.04,400.0
2010,Jalgaon,LINSEED,0.0,0.0,0.0
2010,Jalgaon,SUNFLOWER,5.0,2.46,492.0
2010,Jalgaon,SOYABEAN,12.9,26.2,2031.01
2010,Jalgaon,OILSEEDS,38.2,43.68,1143.46
2010,Jalgaon,SUGARCANE,11.2,87.7,7830.36
2010,Jalgaon,COTTON,509.7,186.5,365.9
2011,Jalgaon,RICE,0.2,0.3,1500.0
2011,Jalgaon,WHEAT,25.9,60.23,2325.48
2011,Jalgaon,KHARIF SORGHUM,75.7,177.65,2346.76
2011,Jalgaon,RABI SORGHUM,27.7,40.55,1463.9
2011,Jalgaon,SORGHUM,103.4,218.2,2110.25
2011,Jalgaon,PEARL MILLET,16.9,24.1,1426.04
2011,Jalgaon,MAIZE,79.2,272.84,3444.95
2011,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2011,Jalgaon,BARLEY,0.0,0.0,0.0
2011,Jalgaon,CHICKPEA,36.2,47.14,1302.21
2011,Jalgaon,PIGEONPEA,16.9,13.27,785.21
2011,Jalgaon,MINOR PULSES,80.6,56.68,703.23
2011,Jalgaon,GROUNDNUT,3.5,4.91,1402.86
2011,Jalgaon,SESAMUM,7.7,4.18,542.86
2011,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2011,Jalgaon,SAFFLOWER,0.2,0.05,250.0
2011,Jalgaon,CASTOR,0.0,0.0,0.0
2011,Jalgaon,LINSEED,0.0,0.0,0.0
2011,Jalgaon,SUNFLOWER,1.6,0.83,518.75
2011,Jalgaon,SOYABEAN,15.8,31.56,1997.47
2011,Jalgaon,OILSEEDS,28.8,41.53,1442.01
2011,Jalgaon,SUGARCANE,11.2,82.0,7321.43
2011,Jalgaon,COTTON,548.6,176.87,322.4
2012,Jalgaon,RICE,0.03,0.0,0.0
2012,Jalgaon,WHEAT,25.3,52.97,2093.68
2012,Jalgaon,KHARIF SORGHUM,77.5,150.2,1938.06
2012,Jalgaon,RABI SORGHUM,25.7,28.28,1100.39
2012,Jalgaon,SORGHUM,103.2,178.48,1729.46
2012,Jalgaon,PEARL MILLET,17.6,18.2,1034.09
2012,Jalgaon,MAIZE,82.2,220.25,2679.44
2012,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2012,Jalgaon,BARLEY,0.0,0.0,0.0
2012,Jalgaon,CHICKPEA,34.4,24.94,725.0
2012,Jalgaon,PIGEONPEA,18.3,11.51,628.96
2012,Jalgaon,MINOR PULSES,83.5,41.34,495.09
2012,Jalgaon,GROUNDNUT,2.9,3.73,1286.21
2012,Jalgaon,SESAMUM,7.3,2.75,376.71
2012,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2012,Jalgaon,SAFFLOWER,0.3,0.07,233.33
2012,Jalgaon,CASTOR,0.5,0.1,200.0
2012,Jalgaon,LINSEED,0.0,0.0,0.0
2012,Jalgaon,SUNFLOWER,0.41,0.14,341.46
2012,Jalgaon,SOYABEAN,15.0,25.58,1705.33
2012,Jalgaon,OILSEEDS,26.41,32.36,1225.29
2012,Jalgaon,SUGARCANE,11.0,75.91,6900.91
2012,Jalgaon,COTTON,558.8,145.06,259.59
2013,Jalgaon,RICE,0.0,0.0,0.0
2013,Jalgaon,WHEAT,25.3,64.8,2561.27
2013,Jalgaon,KHARIF SORGHUM,77.6,178.3,2297.68
2013,Jalgaon,RABI SORGHUM,25.7,40.3,1568.09
2013,Jalgaon,SORGHUM,103.3,218.6,2116.17
2013,Jalgaon,PEARL MILLET,17.7,20.8,1175.14
2013,Jalgaon,MAIZE,87.5,304.6,3481.14
2013,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2013,Jalgaon,BARLEY,0.0,0.0,0.0
2013,Jalgaon,CHICKPEA,34.4,39.8,1156.98
2013,Jalgaon,PIGEONPEA,18.4,20.4,1108.7
2013,Jalgaon,MINOR PULSES,82.2,55.8,678.83
2013,Jalgaon,GROUNDNUT,3.1,3.6,1161.29
2013,Jalgaon,SESAMUM,7.3,2.7,369.86
2013,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2013,Jalgaon,SAFFLOWER,0.3,0.1,333.33
2013,Jalgaon,CASTOR,0.1,0.0,0.0
2013,Jalgaon,LINSEED,0.0,0.0,0.0
2013,Jalgaon,SUNFLOWER,0.4,0.2,500.0
2013,Jalgaon,SOYABEAN,15.0,26.5,1766.67
2013,Jalgaon,OILSEEDS,39.4,63.1,1601.52
2013,Jalgaon,SUGARCANE,11.7,88.32,7548.72
2013,Jalgaon,COTTON,558.8,270.72,484.47
2014,Jalgaon,RICE,0.0,0.0,0.0
2014,Jalgaon,WHEAT,49.6,81.1,1635.08
2014,Jalgaon,KHARIF SORGHUM,53.5,119.6,2235.51
2014,Jalgaon,RABI SORGHUM,32.5,45.3,1393.85
2014,Jalgaon,SORGHUM,86.0,164.9,1917.44
2014,Jalgaon,PEARL MILLET,19.0,23.2,1221.05
2014,Jalgaon,MAIZE,154.1,446.8,2899.42
2014,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2014,Jalgaon,BARLEY,0.0,0.0,0.0
2014,Jalgaon,CHICKPEA,51.6,54.4,1054.26
2014,Jalgaon,PIGEONPEA,15.6,8.2,525.64
2014,Jalgaon,MINOR PULSES,58.8,32.2,547.62
2014,Jalgaon,GROUNDNUT,4.8,5.2,1083.33
2014,Jalgaon,SESAMUM,3.4,1.2,352.94
2014,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2014,Jalgaon,SAFFLOWER,0.0,0.0,0.0
2014,Jalgaon,CASTOR,0.0,0.0,0.0
2014,Jalgaon,LINSEED,0.0,0.0,0.0
2014,Jalgaon,SUNFLOWER,0.0,0.0,0.0
2014,Jalgaon,SOYABEAN,25.0,35.4,1416.0
2014,Jalgaon,OILSEEDS,34.1,42.5,1246.33
2014,Jalgaon,SUGARCANE,7.9,55.36,7007.59
2014,Jalgaon,COTTON,471.1,138.26,293.48
2015,Jalgaon,RICE,0.0,0.0,0.0
2015,Jalgaon,WHEAT,42.3,63.5,1501.18
2015,Jalgaon,KHARIF SORGHUM,51.5,64.1,1244.66
2015,Jalgaon,RABI SORGHUM,30.8,34.7,1126.62
2015,Jalgaon,SORGHUM,82.3,98.8,1200.49
2015,Jalgaon,PEARL MILLET,18.4,11.4,619.57
2015,Jalgaon,MAIZE,148.9,260.8,1751.51
2015,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2015,Jalgaon,BARLEY,0.0,0.0,0.0
2015,Jalgaon,CHICKPEA,49.1,46.5,947.05
2015,Jalgaon,PIGEONPEA,15.5,7.7,496.77
2015,Jalgaon,MINOR PULSES,59.6,18.81,315.6
2015,Jalgaon,GROUNDNUT,4.5,3.2,711.11
2015,Jalgaon,SESAMUM,3.1,0.6,193.55
2015,Jalgaon,RAPESEED AND MUSTARD,0.0,0.0,0.0
2015,Jalgaon,SAFFLOWER,0.0,0.0,0.0
2015,Jalgaon,CASTOR,1.3,0.3,230.77
2015,Jalgaon,LINSEED,0.0,0.0,0.0
2015,Jalgaon,SUNFLOWER,0.05,0.01,200.0
2015,Jalgaon,SOYABEAN,31.8,17.6,553.46
2015,Jalgaon,OILSEEDS,40.8,21.9,536.76
2015,Jalgaon,SUGARCANE,10.0,77.66,7766.0
2015,Jalgaon,COTTON,461.6,109.06,236.27
2016,Jalgaon,RICE,0.0,0.0,0.0
2016,Jalgaon,WHEAT,52.7,106.1,2013.28
2016,Jalgaon,KHARIF SORGHUM,54.9,126.4,2302.37
2016,Jalgaon,RABI SORGHUM,34.1,53.8,1577.71
2016,Jalgaon,SORGHUM,89.0,180.2,2024.72
2016,Jalgaon,PEARL MILLET,20.5,28.7,1400.0
2016,Jalgaon,MAIZE,197.6,670.3,3392.21
2016,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2016,Jalgaon,BARLEY,0.0,0.0,0.0
2016,Jalgaon,CHICKPEA,64.3,89.2,1387.25
2016,Jalgaon,PIGEONPEA,19.76,21.39,1082.12
2016,Jalgaon,MINOR PULSES,63.19,44.79,708.8
2016,Jalgaon,GROUNDNUT,4.9,6.8,1387.76
2016,Jalgaon,SESAMUM,3.43,0.89,259.17
2016,Jalgaon,RAPESEED AND MUSTARD,0.02,0.01,500.0
2016,Jalgaon,SAFFLOWER,0.11,0.05,454.55
2016,Jalgaon,CASTOR,0.0,0.0,0.0
2016,Jalgaon,LINSEED,0.04,0.02,510.0
2016,Jalgaon,SUNFLOWER,0.01,0.0,333.33
2016,Jalgaon,SOYABEAN,33.9,63.6,1876.11
2016,Jalgaon,OILSEEDS,0.0,0.0,0.0
2016,Jalgaon,SUGARCANE,9.16,84.59,9231.69
2016,Jalgaon,COTTON,504.2,263.21,522.04
2017,Jalgaon,RICE,0.0,0.0,0.0
2017,Jalgaon,WHEAT,51.01,97.3,1907.32
2017,Jalgaon,KHARIF SORGHUM,55.7,105.8,1899.46
2017,Jalgaon,RABI SORGHUM,35.4,60.8,1717.51
2017,Jalgaon,SORGHUM,91.1,166.6,1828.76
2017,Jalgaon,PEARL MILLET,20.2,20.2,1000.0
2017,Jalgaon,MAIZE,202.67,723.5,3569.91
2017,Jalgaon,FINGER MILLET,0.0,0.0,0.0
2017,Jalgaon,BARLEY,0.0,0.0,0.0
2017,Jalgaon,CHICKPEA,72.3,92.2,1275.24
2017,Jalgaon,PIGEONPEA,19.5,14.4,738.46
2017,Jalgaon,MINOR PULSES,62.63,32.7,522.14
2017,Jalgaon,GROUNDNUT,5.05,5.6,1108.03
2017,Jalgaon,SESAMUM,3.63,1.24,343.08
2017,Jalgaon,RAPESEED AND MUSTARD,0.01,0.01,1000.0
2017,Jalgaon,SAFFLOWER,0.0,0.0,0.0
2017,Jalgaon,CASTOR,0.0,0.0,0.0
2017,Jalgaon,LINSEED,0.0,0.0,0.0
2017,Jalgaon,SUNFLOWER,0.01,0.0,555.56
2017,Jalgaon,SOYABEAN,34.14,55.9,1637.42
2017,Jalgaon,OILSEEDS,0.0,0.0,0.0
2017,Jalgaon,SUGARCANE,9.33,79.31,8500.54
2017,Jalgaon,COTTON,514.3,150.28,292.21
1966,Ahmednagar,RICE,11.0,5.0,454.55
1966,Ahmednagar,WHEAT,38.0,17.0,447.37
1966,Ahmednagar,KHARIF SORGHUM,1.0,0.6,600.0
1966,Ahmednagar,RABI SORGHUM,607.7,272.1,447.75
1966,Ahmednagar,SORGHUM,608.7,272.7,448.0
1966,Ahmednagar,PEARL MILLET,315.0,61.0,193.65
1966,Ahmednagar,MAIZE,1.0,1.0,1000.0
1966,Ahmednagar,FINGER MILLET,8.0,4.0,500.0
1966,Ahmednagar,BARLEY,0.0,0.0,0.0
1966,Ahmednagar,CHICKPEA,22.0,7.0,318.18
1966,Ahmednagar,PIGEONPEA,20.0,13.0,650.0
1966,Ahmednagar,MINOR PULSES,232.3,13.6,58.54
1966,Ahmednagar,GROUNDNUT,34.0,16.0,470.59
1966,Ahmednagar,SESAMUM,1.7,0.5,294.12
1966,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1966,Ahmednagar,SAFFLOWER,51.44,-1.0,-1.0
1966,Ahmednagar,CASTOR,0.0,0.0,0.0
1966,Ahmednagar,LINSEED,1.3,0.3,230.77
1966,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1966,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1966,Ahmednagar,OILSEEDS,199.2,16.8,84.34
1966,Ahmednagar,SUGARCANE,34.8,254.1,7301.72
1966,Ahmednagar,COTTON,29.0,5.0,172.41
1967,Ahmednagar,RICE,9.0,8.0,888.89
1967,Ahmednagar,WHEAT,40.0,14.0,350.0
1967,Ahmednagar,KHARIF SORGHUM,2.5,1.9,760.0
1967,Ahmednagar,RABI SORGHUM,642.2,274.0,426.66
1967,Ahmednagar,SORGHUM,644.7,275.9,427.95
1967,Ahmednagar,PEARL MILLET,361.0,62.0,171.75
1967,Ahmednagar,MAIZE,1.0,2.0,2000.0
1967,Ahmednagar,FINGER MILLET,5.0,3.0,600.0
1967,Ahmednagar,BARLEY,0.0,0.0,0.0
1967,Ahmednagar,CHICKPEA,22.0,6.0,272.73
1967,Ahmednagar,PIGEONPEA,20.0,11.0,550.0
1967,Ahmednagar,MINOR PULSES,223.4,9.7,43.42
1967,Ahmednagar,GROUNDNUT,24.0,11.0,458.33
1967,Ahmednagar,SESAMUM,1.9,0.5,263.16
1967,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1967,Ahmednagar,SAFFLOWER,2.35,-1.0,-1.0
1967,Ahmednagar,CASTOR,0.0,0.0,0.0
1967,Ahmednagar,LINSEED,1.2,0.2,166.67
1967,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1967,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1967,Ahmednagar,OILSEEDS,213.3,11.7,54.85
1967,Ahmednagar,SUGARCANE,34.9,245.6,7037.25
1967,Ahmednagar,COTTON,37.0,5.0,135.14
1968,Ahmednagar,RICE,7.9,7.0,886.08
1968,Ahmednagar,WHEAT,43.1,28.0,649.65
1968,Ahmednagar,KHARIF SORGHUM,1.0,1.0,1000.0
1968,Ahmednagar,RABI SORGHUM,555.1,186.0,335.07
1968,Ahmednagar,SORGHUM,556.1,187.0,336.27
1968,Ahmednagar,PEARL MILLET,351.3,86.0,244.81
1968,Ahmednagar,MAIZE,0.9,1.0,1111.11
1968,Ahmednagar,FINGER MILLET,6.0,5.0,833.33
1968,Ahmednagar,BARLEY,0.0,0.0,0.0
1968,Ahmednagar,CHICKPEA,20.9,7.0,334.93
1968,Ahmednagar,PIGEONPEA,18.3,10.0,546.45
1968,Ahmednagar,MINOR PULSES,72.6,10.6,146.01
1968,Ahmednagar,GROUNDNUT,23.8,13.0,546.22
1968,Ahmednagar,SESAMUM,1.6,0.4,250.0
1968,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1968,Ahmednagar,SAFFLOWER,2.4,-1.0,-1.0
1968,Ahmednagar,CASTOR,0.1,0.0,0.0
1968,Ahmednagar,LINSEED,1.1,0.2,181.82
1968,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1968,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1968,Ahmednagar,OILSEEDS,85.0,13.6,160.0
1968,Ahmednagar,SUGARCANE,47.4,305.5,6445.15
1968,Ahmednagar,COTTON,25.2,3.0,119.05
1969,Ahmednagar,RICE,7.5,5.0,666.67
1969,Ahmednagar,WHEAT,49.0,22.8,465.31
1969,Ahmednagar,KHARIF SORGHUM,1.5,1.3,866.67
1969,Ahmednagar,RABI SORGHUM,494.3,213.1,431.11
1969,Ahmednagar,SORGHUM,495.8,214.4,432.43
1969,Ahmednagar,PEARL MILLET,379.8,114.3,300.95
1969,Ahmednagar,MAIZE,0.9,1.5,1666.67
1969,Ahmednagar,FINGER MILLET,6.2,3.1,500.0
1969,Ahmednagar,BARLEY,0.0,0.0,0.0
1969,Ahmednagar,CHICKPEA,20.1,6.4,318.41
1969,Ahmednagar,PIGEONPEA,22.6,14.1,623.89
1969,Ahmednagar,MINOR PULSES,84.0,12.9,153.57
1969,Ahmednagar,GROUNDNUT,24.9,11.9,477.91
1969,Ahmednagar,SESAMUM,1.9,0.5,263.16
1969,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1969,Ahmednagar,SAFFLOWER,2.3,-1.0,-1.0
1969,Ahmednagar,CASTOR,0.0,0.0,0.0
1969,Ahmednagar,LINSEED,1.1,0.3,272.73
1969,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1969,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1969,Ahmednagar,OILSEEDS,84.9,12.7,149.59
1969,Ahmednagar,SUGARCANE,52.0,415.4,7988.46
1969,Ahmednagar,COTTON,25.1,2.3,91.63
1970,Ahmednagar,RICE,7.1,5.6,788.73
1970,Ahmednagar,WHEAT,46.6,28.7,615.88
1970,Ahmednagar,KHARIF SORGHUM,1.7,1.5,882.35
1970,Ahmednagar,RABI SORGHUM,530.9,98.7,185.91
1970,Ahmednagar,SORGHUM,532.6,100.2,188.13
1970,Ahmednagar,PEARL MILLET,361.5,126.2,349.1
1970,Ahmednagar,MAIZE,1.5,1.7,1133.33
1970,Ahmednagar,FINGER MILLET,6.2,5.2,838.71
1970,Ahmednagar,BARLEY,0.0,0.0,0.0
1970,Ahmednagar,CHICKPEA,17.5,5.9,337.14
1970,Ahmednagar,PIGEONPEA,20.0,14.7,735.0
1970,Ahmednagar,MINOR PULSES,62.1,0.6,9.66
1970,Ahmednagar,GROUNDNUT,18.9,12.3,650.79
1970,Ahmednagar,SESAMUM,2.2,0.4,181.82
1970,Ahmednagar,RAPESEED AND MUSTARD,0.1,0.0,0.0
1970,Ahmednagar,SAFFLOWER,59.3,-1.0,-1.0
1970,Ahmednagar,CASTOR,0.0,0.0,0.0
1970,Ahmednagar,LINSEED,1.4,0.3,214.29
1970,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1970,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1970,Ahmednagar,OILSEEDS,84.2,13.0,154.39
1970,Ahmednagar,SUGARCANE,52.0,413.8,7957.69
1970,Ahmednagar,COTTON,28.3,2.3,81.27
1971,Ahmednagar,RICE,7.1,5.8,816.9
1971,Ahmednagar,WHEAT,52.6,31.5,598.86
1971,Ahmednagar,KHARIF SORGHUM,1.1,1.0,909.09
1971,Ahmednagar,RABI SORGHUM,710.0,129.3,182.11
1971,Ahmednagar,SORGHUM,711.1,130.3,183.24
1971,Ahmednagar,PEARL MILLET,121.2,28.7,236.8
1971,Ahmednagar,MAIZE,0.7,1.0,1428.57
1971,Ahmednagar,FINGER MILLET,6.2,4.4,709.68
1971,Ahmednagar,BARLEY,0.0,0.0,0.0
1971,Ahmednagar,CHICKPEA,20.7,10.0,483.09
1971,Ahmednagar,PIGEONPEA,4.7,1.2,255.32
1971,Ahmednagar,MINOR PULSES,19.8,1.9,95.96
1971,Ahmednagar,GROUNDNUT,10.1,7.5,742.57
1971,Ahmednagar,SESAMUM,0.6,0.1,166.67
1971,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1971,Ahmednagar,SAFFLOWER,58.6,-1.0,-1.0
1971,Ahmednagar,CASTOR,0.0,0.0,0.0
1971,Ahmednagar,LINSEED,1.8,0.3,166.67
1971,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1971,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1971,Ahmednagar,OILSEEDS,73.2,7.9,107.92
1971,Ahmednagar,SUGARCANE,49.2,349.9,7111.79
1971,Ahmednagar,COTTON,8.6,2.0,232.56
1972,Ahmednagar,RICE,5.8,1.0,172.41
1972,Ahmednagar,WHEAT,44.3,21.7,489.84
1972,Ahmednagar,KHARIF SORGHUM,1.9,0.2,105.26
1972,Ahmednagar,RABI SORGHUM,510.5,44.6,87.37
1972,Ahmednagar,SORGHUM,512.4,44.8,87.43
1972,Ahmednagar,PEARL MILLET,160.1,23.6,147.41
1972,Ahmednagar,MAIZE,0.7,1.2,1714.29
1972,Ahmednagar,FINGER MILLET,5.4,1.0,185.19
1972,Ahmednagar,BARLEY,0.0,0.0,0.0
1972,Ahmednagar,CHICKPEA,9.2,2.3,250.0
1972,Ahmednagar,PIGEONPEA,3.9,0.8,205.13
1972,Ahmednagar,MINOR PULSES,18.6,1.3,69.89
1972,Ahmednagar,GROUNDNUT,8.0,2.2,275.0
1972,Ahmednagar,SESAMUM,0.3,0.1,333.33
1972,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1972,Ahmednagar,SAFFLOWER,73.7,7.5,101.76
1972,Ahmednagar,CASTOR,0.0,0.0,0.0
1972,Ahmednagar,LINSEED,0.6,0.1,166.67
1972,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1972,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1972,Ahmednagar,OILSEEDS,84.6,9.9,117.02
1972,Ahmednagar,SUGARCANE,48.2,331.8,6883.82
1972,Ahmednagar,COTTON,6.5,1.5,230.77
1973,Ahmednagar,RICE,5.8,6.7,1155.17
1973,Ahmednagar,WHEAT,55.4,38.7,698.56
1973,Ahmednagar,KHARIF SORGHUM,0.9,0.7,777.78
1973,Ahmednagar,RABI SORGHUM,588.0,240.4,408.84
1973,Ahmednagar,SORGHUM,588.9,241.1,409.41
1973,Ahmednagar,PEARL MILLET,345.9,143.8,415.73
1973,Ahmednagar,MAIZE,1.7,2.8,1647.06
1973,Ahmednagar,FINGER MILLET,5.2,3.5,673.08
1973,Ahmednagar,BARLEY,0.0,0.0,0.0
1973,Ahmednagar,CHICKPEA,21.0,7.1,338.1
1973,Ahmednagar,PIGEONPEA,18.3,13.2,721.31
1973,Ahmednagar,MINOR PULSES,78.1,3.0,38.41
1973,Ahmednagar,GROUNDNUT,12.2,10.2,836.07
1973,Ahmednagar,SESAMUM,2.0,0.5,250.0
1973,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1973,Ahmednagar,SAFFLOWER,58.0,21.8,375.86
1973,Ahmednagar,CASTOR,0.0,0.0,0.0
1973,Ahmednagar,LINSEED,1.6,0.3,187.5
1973,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1973,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1973,Ahmednagar,OILSEEDS,70.9,32.8,462.62
1973,Ahmednagar,SUGARCANE,50.0,372.3,7446.0
1973,Ahmednagar,COTTON,4.3,0.8,186.05
1974,Ahmednagar,RICE,7.0,10.0,1428.57
1974,Ahmednagar,WHEAT,47.7,56.3,1180.29
1974,Ahmednagar,KHARIF SORGHUM,1.9,2.5,1315.79
1974,Ahmednagar,RABI SORGHUM,582.7,235.1,403.47
1974,Ahmednagar,SORGHUM,584.6,237.6,406.43
1974,Ahmednagar,PEARL MILLET,321.0,117.0,364.49
1974,Ahmednagar,MAIZE,1.6,2.6,1625.0
1974,Ahmednagar,FINGER MILLET,5.2,3.7,711.54
1974,Ahmednagar,BARLEY,0.0,0.0,0.0
1974,Ahmednagar,CHICKPEA,18.9,6.9,365.08
1974,Ahmednagar,PIGEONPEA,19.0,11.8,621.05
1974,Ahmednagar,MINOR PULSES,75.7,17.5,231.18
1974,Ahmednagar,GROUNDNUT,12.7,13.0,1023.62
1974,Ahmednagar,SESAMUM,2.3,0.5,217.39
1974,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1974,Ahmednagar,SAFFLOWER,51.0,25.5,500.0
1974,Ahmednagar,CASTOR,0.1,0.1,1000.0
1974,Ahmednagar,LINSEED,1.4,0.4,285.71
1974,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1974,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1974,Ahmednagar,OILSEEDS,92.7,39.5,426.11
1974,Ahmednagar,SUGARCANE,57.2,482.0,8426.57
1974,Ahmednagar,COTTON,5.8,1.3,224.14
1975,Ahmednagar,RICE,8.3,15.4,1855.42
1975,Ahmednagar,WHEAT,75.4,90.1,1194.96
1975,Ahmednagar,KHARIF SORGHUM,31.9,56.8,1780.56
1975,Ahmednagar,RABI SORGHUM,581.5,204.6,351.85
1975,Ahmednagar,SORGHUM,613.4,261.4,426.15
1975,Ahmednagar,PEARL MILLET,306.4,75.0,244.78
1975,Ahmednagar,MAIZE,2.1,2.3,1095.24
1975,Ahmednagar,FINGER MILLET,5.0,3.9,780.0
1975,Ahmednagar,BARLEY,0.0,0.0,0.0
1975,Ahmednagar,CHICKPEA,25.1,10.5,418.33
1975,Ahmednagar,PIGEONPEA,23.1,12.4,536.8
1975,Ahmednagar,MINOR PULSES,74.2,15.1,203.5
1975,Ahmednagar,GROUNDNUT,14.3,14.5,1013.99
1975,Ahmednagar,SESAMUM,2.6,0.6,230.77
1975,Ahmednagar,RAPESEED AND MUSTARD,0.0,0.0,0.0
1975,Ahmednagar,SAFFLOWER,52.0,18.4,353.85
1975,Ahmednagar,CASTOR,0.1,0.1,1000.0
1975,Ahmednagar,LINSEED,2.5,0.7,280.0
1975,Ahmednagar,SUNFLOWER,0.0,0.0,0.0
1975,Ahmednagar,SOYABEAN,0.0,0.0,0.0
1975,Ahmednagar,OILSEEDS,88.4,34.3,388.01
1975,Ahmednagar,SUGARCANE,61.5,521.9,8486.18
1975,Ahmednagar,COTTON,6.5,1.6,246.15
